timestamp,meter_id,zone,floor,hour,day,electricity_kwh,water_lph
2026-01-21 23:00:00,D0,D,0,23,Wednesday,1.033882726517951,0.0
2026-01-22 00:00:00,D0,D,0,0,Thursday,1.0858586463141704,0.0
2026-01-22 01:00:00,D0,D,0,1,Thursday,1.2276554260766697,0.0
2026-01-22 02:00:00,D0,D,0,2,Thursday,1.3360017813494034,0.0
2026-01-22 03:00:00,D0,D,0,3,Thursday,1.3028465856145097,0.0
2026-01-22 04:00:00,D0,D,0,4,Thursday,0.9554154920307236,0.0
2026-01-22 05:00:00,D0,D,0,5,Thursday,1.416658472149523,0.0
2026-01-22 06:00:00,D0,D,0,6,Thursday,1.4844609847719927,0.0
2026-01-22 07:00:00,D0,D,0,7,Thursday,1.2592272977035153,0.0
2026-01-22 08:00:00,D0,D,0,8,Thursday,1.309902842524727,0.0
2026-01-22 09:00:00,D0,D,0,9,Thursday,3.5233282885413204,0.0
2026-01-22 10:00:00,D0,D,0,10,Thursday,4.0,0.0
2026-01-22 11:00:00,D0,D,0,11,Thursday,3.544963483014325,0.0
2026-01-22 12:00:00,D0,D,0,12,Thursday,4.0,0.0
2026-01-22 13:00:00,D0,D,0,13,Thursday,3.865827292278318,0.0
2026-01-22 14:00:00,D0,D,0,14,Thursday,3.4834639675926815,0.0
2026-01-22 15:00:00,D0,D,0,15,Thursday,3.4597217676436047,0.0
2026-01-22 16:00:00,D0,D,0,16,Thursday,3.825896321779103,0.0
2026-01-22 17:00:00,D0,D,0,17,Thursday,3.936933146784665,0.0
2026-01-22 18:00:00,D0,D,0,18,Thursday,3.9795232443670727,0.0
2026-01-22 19:00:00,D0,D,0,19,Thursday,3.7039323873657946,0.0
2026-01-22 20:00:00,D0,D,0,20,Thursday,4.0,0.0
2026-01-22 21:00:00,D0,D,0,21,Thursday,1.2529284963420944,0.0
2026-01-22 22:00:00,D0,D,0,22,Thursday,1.286909301855685,0.0
2026-01-22 23:00:00,D0,D,0,23,Thursday,1.1078176076285793,0.0
2026-01-23 00:00:00,D0,D,0,0,Friday,0.8731129077705313,0.0
2026-01-23 01:00:00,D0,D,0,1,Friday,1.4286352382235763,0.0
2026-01-23 02:00:00,D0,D,0,2,Friday,1.138855761028406,0.0
2026-01-23 03:00:00,D0,D,0,3,Friday,1.3892659826569078,0.0
2026-01-23 04:00:00,D0,D,0,4,Friday,1.494145566255388,0.0
2026-01-23 05:00:00,D0,D,0,5,Friday,1.3723255337933624,0.0
2026-01-23 06:00:00,D0,D,0,6,Friday,1.3408108431778127,0.0
2026-01-23 07:00:00,D0,D,0,7,Friday,1.4569206437850615,0.0
2026-01-23 08:00:00,D0,D,0,8,Friday,0.9582628885144382,0.0
2026-01-23 09:00:00,D0,D,0,9,Friday,4.0,0.0
2026-01-23 10:00:00,D0,D,0,10,Friday,3.7390273355853574,0.0
2026-01-23 11:00:00,D0,D,0,11,Friday,3.6535559169476968,0.0
2026-01-23 12:00:00,D0,D,0,12,Friday,4.0,0.0
2026-01-23 13:00:00,D0,D,0,13,Friday,3.701884243025467,0.0
2026-01-23 14:00:00,D0,D,0,14,Friday,3.490424494177786,0.0
2026-01-23 15:00:00,D0,D,0,15,Friday,3.3760309779132065,0.0
2026-01-23 16:00:00,D0,D,0,16,Friday,3.788080910130495,0.0
2026-01-23 17:00:00,D0,D,0,17,Friday,3.7243063534895446,0.0
2026-01-23 18:00:00,D0,D,0,18,Friday,3.7543100698459284,0.0
2026-01-23 19:00:00,D0,D,0,19,Friday,3.8027394137322674,0.0
2026-01-23 20:00:00,D0,D,0,20,Friday,4.0,0.0
2026-01-23 21:00:00,D0,D,0,21,Friday,1.0745844879736481,0.0
2026-01-23 22:00:00,D0,D,0,22,Friday,1.3081640748316645,0.0
2026-01-23 23:00:00,D0,D,0,23,Friday,1.2474239205322393,0.0
2026-01-24 00:00:00,D0,D,0,0,Saturday,1.2706544738822874,0.0
2026-01-24 01:00:00,D0,D,0,1,Saturday,1.2007593063919095,0.0
2026-01-24 02:00:00,D0,D,0,2,Saturday,1.1731211401205006,0.0
2026-01-24 03:00:00,D0,D,0,3,Saturday,1.1550117826118134,0.0
2026-01-24 04:00:00,D0,D,0,4,Saturday,1.1742585580787919,0.0
2026-01-24 05:00:00,D0,D,0,5,Saturday,1.1332824984871717,0.0
2026-01-24 06:00:00,D0,D,0,6,Saturday,1.3304686495388667,0.0
2026-01-24 07:00:00,D0,D,0,7,Saturday,1.4012279895341033,0.0
2026-01-24 08:00:00,D0,D,0,8,Saturday,1.3256592977734614,0.0
2026-01-24 09:00:00,D0,D,0,9,Saturday,3.410404917323972,0.0
2026-01-24 10:00:00,D0,D,0,10,Saturday,4.0,0.0
2026-01-24 11:00:00,D0,D,0,11,Saturday,3.8582797480507676,0.0
2026-01-24 12:00:00,D0,D,0,12,Saturday,3.6535084255909394,0.0
2026-01-24 13:00:00,D0,D,0,13,Saturday,3.625400986279527,0.0
2026-01-24 14:00:00,D0,D,0,14,Saturday,3.7821825493330112,0.0
2026-01-24 15:00:00,D0,D,0,15,Saturday,3.9491366201383307,0.0
2026-01-24 16:00:00,D0,D,0,16,Saturday,3.3989479475641096,0.0
2026-01-24 17:00:00,D0,D,0,17,Saturday,4.0,0.0
2026-01-24 18:00:00,D0,D,0,18,Saturday,4.0,0.0
2026-01-24 19:00:00,D0,D,0,19,Saturday,3.539867918732225,0.0
2026-01-24 20:00:00,D0,D,0,20,Saturday,3.898404180590831,0.0
2026-01-24 21:00:00,D0,D,0,21,Saturday,0.892669891002829,0.0
2026-01-24 22:00:00,D0,D,0,22,Saturday,0.573344856667112,0.0
2026-01-24 23:00:00,D0,D,0,23,Saturday,1.347698044607404,0.0
2026-01-25 00:00:00,D0,D,0,0,Sunday,0.797319711206917,0.0
2026-01-25 01:00:00,D0,D,0,1,Sunday,1.0467806087734637,0.0
2026-01-25 02:00:00,D0,D,0,2,Sunday,1.7486522788670893,0.0
2026-01-25 03:00:00,D0,D,0,3,Sunday,1.334225337784116,0.0
2026-01-25 04:00:00,D0,D,0,4,Sunday,1.0439467548268355,0.0
2026-01-25 05:00:00,D0,D,0,5,Sunday,1.3342992215605967,0.0
2026-01-25 06:00:00,D0,D,0,6,Sunday,1.0640699349861469,0.0
2026-01-25 07:00:00,D0,D,0,7,Sunday,1.552035654262367,0.0
2026-01-25 08:00:00,D0,D,0,8,Sunday,1.160811672700082,0.0
2026-01-25 09:00:00,D0,D,0,9,Sunday,3.7387590746479042,0.0
2026-01-25 10:00:00,D0,D,0,10,Sunday,3.969525638214602,0.0
2026-01-25 11:00:00,D0,D,0,11,Sunday,3.8146022850355124,0.0
2026-01-25 12:00:00,D0,D,0,12,Sunday,3.474106672875512,0.0
2026-01-25 13:00:00,D0,D,0,13,Sunday,3.838784552733675,0.0
2026-01-25 14:00:00,D0,D,0,14,Sunday,4.0,0.0
2026-01-25 15:00:00,D0,D,0,15,Sunday,3.5172894982692284,0.0
2026-01-25 16:00:00,D0,D,0,16,Sunday,3.4290382295008337,0.0
2026-01-25 17:00:00,D0,D,0,17,Sunday,4.0,0.0
2026-01-25 18:00:00,D0,D,0,18,Sunday,4.0,0.0
2026-01-25 19:00:00,D0,D,0,19,Sunday,3.5866898194503287,0.0
2026-01-25 20:00:00,D0,D,0,20,Sunday,3.5952495436243077,0.0
2026-01-25 21:00:00,D0,D,0,21,Sunday,1.5877480941797653,0.0
2026-01-25 22:00:00,D0,D,0,22,Sunday,1.467734165119537,0.0
2026-01-25 23:00:00,D0,D,0,23,Sunday,1.3890318294118773,0.0
2026-01-26 00:00:00,D0,D,0,0,Monday,1.2372723341119325,0.0
2026-01-26 01:00:00,D0,D,0,1,Monday,1.0777414373758059,0.0
2026-01-26 02:00:00,D0,D,0,2,Monday,1.589556973595463,0.0
2026-01-26 03:00:00,D0,D,0,3,Monday,1.0393640884011281,0.0
2026-01-26 04:00:00,D0,D,0,4,Monday,1.2698826901435787,0.0
2026-01-26 05:00:00,D0,D,0,5,Monday,1.8892401649394948,0.0
2026-01-26 06:00:00,D0,D,0,6,Monday,1.430455128545949,0.0
2026-01-26 07:00:00,D0,D,0,7,Monday,1.0230251435300644,0.0
2026-01-26 08:00:00,D0,D,0,8,Monday,1.271393610556067,0.0
2026-01-26 09:00:00,D0,D,0,9,Monday,4.0,0.0
2026-01-26 10:00:00,D0,D,0,10,Monday,3.869922850601289,0.0
2026-01-26 11:00:00,D0,D,0,11,Monday,3.739224392959785,0.0
2026-01-26 12:00:00,D0,D,0,12,Monday,4.0,0.0
2026-01-26 13:00:00,D0,D,0,13,Monday,3.3281073459195225,0.0
2026-01-26 14:00:00,D0,D,0,14,Monday,3.5252946058592123,0.0
2026-01-26 15:00:00,D0,D,0,15,Monday,3.670562198727502,0.0
2026-01-26 16:00:00,D0,D,0,16,Monday,3.613735754171375,0.0
2026-01-26 17:00:00,D0,D,0,17,Monday,4.0,0.0
2026-01-26 18:00:00,D0,D,0,18,Monday,3.895435809103112,0.0
2026-01-26 19:00:00,D0,D,0,19,Monday,4.0,0.0
2026-01-26 20:00:00,D0,D,0,20,Monday,3.5588130693736133,0.0
2026-01-26 21:00:00,D0,D,0,21,Monday,0.9244316137136261,0.0
2026-01-26 22:00:00,D0,D,0,22,Monday,1.1281866994310674,0.0
2026-01-26 23:00:00,D0,D,0,23,Monday,1.3471028686282847,0.0
2026-01-27 00:00:00,D0,D,0,0,Tuesday,1.345848960555384,0.0
2026-01-27 01:00:00,D0,D,0,1,Tuesday,1.2882074531336358,0.0
2026-01-27 02:00:00,D0,D,0,2,Tuesday,1.5834356258598778,0.0
2026-01-27 03:00:00,D0,D,0,3,Tuesday,0.7951692028228761,0.0
2026-01-27 04:00:00,D0,D,0,4,Tuesday,0.8973504834524988,0.0
2026-01-27 05:00:00,D0,D,0,5,Tuesday,1.3680155018985996,0.0
2026-01-27 06:00:00,D0,D,0,6,Tuesday,1.3489204011483389,0.0
2026-01-27 07:00:00,D0,D,0,7,Tuesday,1.5382551342800963,0.0
2026-01-27 08:00:00,D0,D,0,8,Tuesday,1.117449037606309,0.0
2026-01-27 09:00:00,D0,D,0,9,Tuesday,3.6306255516837878,0.0
2026-01-27 10:00:00,D0,D,0,10,Tuesday,3.5763319390438553,0.0
2026-01-27 11:00:00,D0,D,0,11,Tuesday,3.8192251467193845,0.0
2026-01-27 12:00:00,D0,D,0,12,Tuesday,3.3079031827167933,0.0
2026-01-27 13:00:00,D0,D,0,13,Tuesday,3.5716303829856595,0.0
2026-01-27 14:00:00,D0,D,0,14,Tuesday,4.0,0.0
2026-01-27 15:00:00,D0,D,0,15,Tuesday,3.7585535402607677,0.0
2026-01-27 16:00:00,D0,D,0,16,Tuesday,3.989458919027972,0.0
2026-01-27 17:00:00,D0,D,0,17,Tuesday,3.7804098361000777,0.0
2026-01-27 18:00:00,D0,D,0,18,Tuesday,3.7700398546704883,0.0
2026-01-27 19:00:00,D0,D,0,19,Tuesday,3.932097398243833,0.0
2026-01-27 20:00:00,D0,D,0,20,Tuesday,3.8375919956573186,0.0
2026-01-27 21:00:00,D0,D,0,21,Tuesday,1.4140576234103193,0.0
2026-01-27 22:00:00,D0,D,0,22,Tuesday,1.0759106837940366,0.0
2026-01-27 23:00:00,D0,D,0,23,Tuesday,1.2259613867142762,0.0
2026-01-28 00:00:00,D0,D,0,0,Wednesday,0.992176863101764,0.0
2026-01-28 01:00:00,D0,D,0,1,Wednesday,1.6408819131786483,0.0
2026-01-28 02:00:00,D0,D,0,2,Wednesday,1.2999157133505705,0.0
2026-01-28 03:00:00,D0,D,0,3,Wednesday,0.9601974543773921,0.0
