timestamp,meter_id,zone,floor,hour,day,electricity_kwh,water_lph
2026-01-21 23:00:00,A1,A,1,23,Wednesday,1.176398504929188,12.603072126314459
2026-01-22 00:00:00,A1,A,1,0,Thursday,0.8000967400229877,22.169611866922963
2026-01-22 01:00:00,A1,A,1,1,Thursday,1.2223877396906897,13.271759216929494
2026-01-22 02:00:00,A1,A,1,2,Thursday,1.295178739063625,14.250700206563405
2026-01-22 03:00:00,A1,A,1,3,Thursday,1.42221968538615,14.542676903152689
2026-01-22 04:00:00,A1,A,1,4,Thursday,1.0508399177357473,15.959876742865156
2026-01-22 05:00:00,A1,A,1,5,Thursday,1.0791570648408948,9.364718169892932
2026-01-22 06:00:00,A1,A,1,6,Thursday,1.5375810421081522,7.455612801705029
2026-01-22 07:00:00,A1,A,1,7,Thursday,1.5120254105605777,69.78553659865983
2026-01-22 08:00:00,A1,A,1,8,Thursday,0.7807530052865643,80.0
2026-01-22 09:00:00,A1,A,1,9,Thursday,3.6400595395543993,59.99861258255129
2026-01-22 10:00:00,A1,A,1,10,Thursday,3.7513136677840295,43.42025786662534
2026-01-22 11:00:00,A1,A,1,11,Thursday,3.3260868650240996,43.35248142771748
2026-01-22 12:00:00,A1,A,1,12,Thursday,3.747229438746735,42.34199878062013
2026-01-22 13:00:00,A1,A,1,13,Thursday,3.43772800160129,45.789013580866325
2026-01-22 14:00:00,A1,A,1,14,Thursday,3.4045898908620784,40.987797396902366
2026-01-22 15:00:00,A1,A,1,15,Thursday,3.1940760657344875,49.84875240902032
2026-01-22 16:00:00,A1,A,1,16,Thursday,3.8365095302198804,40.16008073599222
2026-01-22 17:00:00,A1,A,1,17,Thursday,3.5490489807008623,56.47369558121636
2026-01-22 18:00:00,A1,A,1,18,Thursday,2.97603361866733,63.79559649580345
2026-01-22 19:00:00,A1,A,1,19,Thursday,3.427862060905914,68.50446055833706
2026-01-22 20:00:00,A1,A,1,20,Thursday,3.5960777692177093,80.0
2026-01-22 21:00:00,A1,A,1,21,Thursday,0.845088457798426,13.855850999164597
2026-01-22 22:00:00,A1,A,1,22,Thursday,1.5407346380825002,25.034965336129112
2026-01-22 23:00:00,A1,A,1,23,Thursday,0.9288289541036152,5.775810917827325
2026-01-23 00:00:00,A1,A,1,0,Friday,1.0483251898011035,20.52139611127817
2026-01-23 01:00:00,A1,A,1,1,Friday,1.180875585053539,23.626864483238034
2026-01-23 02:00:00,A1,A,1,2,Friday,1.327111314554239,14.676928447617186
2026-01-23 03:00:00,A1,A,1,3,Friday,0.813286206534273,20.598908958589732
2026-01-23 04:00:00,A1,A,1,4,Friday,0.7136944008642853,13.348092484140409
2026-01-23 05:00:00,A1,A,1,5,Friday,0.9192150970198245,12.182352961203492
2026-01-23 06:00:00,A1,A,1,6,Friday,1.30331640270042,14.076501097022128
2026-01-23 07:00:00,A1,A,1,7,Friday,1.0899232067670166,74.29568169948308
2026-01-23 08:00:00,A1,A,1,8,Friday,1.3149487010346637,59.06490991716706
2026-01-23 09:00:00,A1,A,1,9,Friday,3.2736899973306,78.61180043217674
