timestamp,meter_id,zone,floor,hour,day,electricity_kwh,water_lph
2026-01-21 23:00:00,C1,C,1,23,Wednesday,0.9929884355715296,20.811830499243857
2026-01-22 00:00:00,C1,C,1,0,Thursday,1.160381161720989,15.9405256298798
2026-01-22 01:00:00,C1,C,1,1,Thursday,1.2515999145981014,14.189150791328352
2026-01-22 02:00:00,C1,C,1,2,Thursday,1.2065919638759832,16.06111049313044
2026-01-22 03:00:00,C1,C,1,3,Thursday,0.9275797567512416,11.383728192392
2026-01-22 04:00:00,C1,C,1,4,Thursday,1.3926376026466665,8.905966228882432
2026-01-22 05:00:00,C1,C,1,5,Thursday,1.1292415357242414,21.046767772785387
2026-01-22 06:00:00,C1,C,1,6,Thursday,1.0999820699702405,18.67751871522269
2026-01-22 07:00:00,C1,C,1,7,Thursday,1.3068842231432043,79.33097937603831
2026-01-22 08:00:00,C1,C,1,8,Thursday,1.1991835223304184,68.57333865501464
2026-01-22 09:00:00,C1,C,1,9,Thursday,3.2305565654313293,62.71548635123985
2026-01-22 10:00:00,C1,C,1,10,Thursday,3.4036150185924527,40.394867951618025
2026-01-22 11:00:00,C1,C,1,11,Thursday,3.329633341873344,39.74196632162676
2026-01-22 12:00:00,C1,C,1,12,Thursday,3.4033951726855527,56.88278902242882
2026-01-22 13:00:00,C1,C,1,13,Thursday,3.521135909255955,51.71162071881557
2026-01-22 14:00:00,C1,C,1,14,Thursday,3.59710598399035,36.319524702563015
2026-01-22 15:00:00,C1,C,1,15,Thursday,3.63481057930065,46.9219856003128
2026-01-22 16:00:00,C1,C,1,16,Thursday,3.5849224223779266,45.30194986433893
2026-01-22 17:00:00,C1,C,1,17,Thursday,3.90213490513477,59.62098260028304
2026-01-22 18:00:00,C1,C,1,18,Thursday,3.5929531292606103,63.42701128186189
2026-01-22 19:00:00,C1,C,1,19,Thursday,3.994723065067535,67.41493628982244
2026-01-22 20:00:00,C1,C,1,20,Thursday,3.6046648165293407,67.8210343552482
2026-01-22 21:00:00,C1,C,1,21,Thursday,1.3882909686588651,13.174960066705824
2026-01-22 22:00:00,C1,C,1,22,Thursday,1.2177285087546157,17.284344896335135
2026-01-22 23:00:00,C1,C,1,23,Thursday,0.8201698725933805,12.582455976086456
2026-01-23 00:00:00,C1,C,1,0,Friday,1.4925263554296655,14.372264509430954
2026-01-23 01:00:00,C1,C,1,1,Friday,1.1767328869020706,15.491303625302944
2026-01-23 02:00:00,C1,C,1,2,Friday,0.9060542469747772,18.66490711483745
2026-01-23 03:00:00,C1,C,1,3,Friday,1.1604561204951458,20.42976501966177
2026-01-23 04:00:00,C1,C,1,4,Friday,0.937918992445067,11.751027763495758
2026-01-23 05:00:00,C1,C,1,5,Friday,1.5988699389246994,8.378241512421955
2026-01-23 06:00:00,C1,C,1,6,Friday,1.360987247607426,11.851989562943764
2026-01-23 07:00:00,C1,C,1,7,Friday,1.2460241941444656,74.1260499105783
2026-01-23 08:00:00,C1,C,1,8,Friday,1.0901907515870677,76.11581343810764
2026-01-23 09:00:00,C1,C,1,9,Friday,3.605838665536343,62.59262612122426
2026-01-23 10:00:00,C1,C,1,10,Friday,3.648082542416728,50.952990055856624
2026-01-23 11:00:00,C1,C,1,11,Friday,3.401780247527224,41.36745260629253
2026-01-23 12:00:00,C1,C,1,12,Friday,3.252918472290516,39.76778300213059
2026-01-23 13:00:00,C1,C,1,13,Friday,3.534741723544788,48.537578264879485
2026-01-23 14:00:00,C1,C,1,14,Friday,3.05320927544891,48.54638110736168
2026-01-23 15:00:00,C1,C,1,15,Friday,3.1394642095955287,51.06235285833664
2026-01-23 16:00:00,C1,C,1,16,Friday,3.417602267879519,57.18345579322924
2026-01-23 17:00:00,C1,C,1,17,Friday,3.872794401997351,60.26094052840644
2026-01-23 18:00:00,C1,C,1,18,Friday,4.0,73.0348623240978
2026-01-23 19:00:00,C1,C,1,19,Friday,3.220063461391383,62.54799341116751
2026-01-23 20:00:00,C1,C,1,20,Friday,3.614535065083594,64.6508338619372
2026-01-23 21:00:00,C1,C,1,21,Friday,0.8492364011639182,20.740304728697534
2026-01-23 22:00:00,C1,C,1,22,Friday,1.397729848332507,24.0208229467872
2026-01-23 23:00:00,C1,C,1,23,Friday,1.0409139780542558,22.57354507422385
2026-01-24 00:00:00,C1,C,1,0,Saturday,1.2246131018106108,20.60558974894337
2026-01-24 01:00:00,C1,C,1,1,Saturday,1.3210038880129693,14.97334383394035
2026-01-24 02:00:00,C1,C,1,2,Saturday,0.9667095956794652,13.917592456050732
2026-01-24 03:00:00,C1,C,1,3,Saturday,1.4695147891991094,7.053859382263941
2026-01-24 04:00:00,C1,C,1,4,Saturday,1.6133620479826771,17.685203168920086
2026-01-24 05:00:00,C1,C,1,5,Saturday,1.1817867499652073,6.442539556763911
2026-01-24 06:00:00,C1,C,1,6,Saturday,1.4471638301396907,14.328730696139784
2026-01-24 07:00:00,C1,C,1,7,Saturday,1.4537809860183804,79.6717762007145
2026-01-24 08:00:00,C1,C,1,8,Saturday,1.3843579845091805,70.96857346619674
2026-01-24 09:00:00,C1,C,1,9,Saturday,3.4594435029315416,69.192850823699
2026-01-24 10:00:00,C1,C,1,10,Saturday,3.6730378009568456,47.11985718412359
2026-01-24 11:00:00,C1,C,1,11,Saturday,3.612826471662866,44.94032154343988
2026-01-24 12:00:00,C1,C,1,12,Saturday,3.37243218515607,34.365572881548175
2026-01-24 13:00:00,C1,C,1,13,Saturday,3.8102740527381873,43.67920460170231
2026-01-24 14:00:00,C1,C,1,14,Saturday,3.406736125958784,35.96599300165356
2026-01-24 15:00:00,C1,C,1,15,Saturday,4.0,46.80065386966695
2026-01-24 16:00:00,C1,C,1,16,Saturday,3.529262393676328,43.08251263772302
2026-01-24 17:00:00,C1,C,1,17,Saturday,3.281880269349826,57.9341155339013
2026-01-24 18:00:00,C1,C,1,18,Saturday,3.637553793674287,61.57749985614737
2026-01-24 19:00:00,C1,C,1,19,Saturday,3.9412007442147168,52.02566623184936
2026-01-24 20:00:00,C1,C,1,20,Saturday,4.0,64.1878976563333
2026-01-24 21:00:00,C1,C,1,21,Saturday,1.5256756428911404,13.187817244143227
2026-01-24 22:00:00,C1,C,1,22,Saturday,1.209491610093968,17.06312139314747
2026-01-24 23:00:00,C1,C,1,23,Saturday,1.124600029038708,8.29290024636701
2026-01-25 00:00:00,C1,C,1,0,Sunday,1.145695336374548,15.583095450642364
2026-01-25 01:00:00,C1,C,1,1,Sunday,1.1639996095479983,27.083352448701795
2026-01-25 02:00:00,C1,C,1,2,Sunday,1.6704488199177654,13.047235080757012
