timestamp,meter_id,zone,floor,hour,day,electricity_kwh,water_lph
2026-01-21 23:00:00,E3,E,3,23,Wednesday,0.9729795772485687,10.305390836913528
2026-01-22 00:00:00,E3,E,3,0,Thursday,1.0770567412546292,7.225260455917475
2026-01-22 01:00:00,E3,E,3,1,Thursday,1.2657426902425928,24.73229843221856
2026-01-22 02:00:00,E3,E,3,2,Thursday,1.131870730823133,18.802548001764215
2026-01-22 03:00:00,E3,E,3,3,Thursday,1.385613466615688,14.632832471247342
2026-01-22 04:00:00,E3,E,3,4,Thursday,0.7789825066852158,13.264786418496097
2026-01-22 05:00:00,E3,E,3,5,Thursday,0.8841983360360733,15.545082870628882
2026-01-22 06:00:00,E3,E,3,6,Thursday,1.136934045074881,11.99094303494932
2026-01-22 07:00:00,E3,E,3,7,Thursday,0.9732259235190086,56.496483236439204
2026-01-22 08:00:00,E3,E,3,8,Thursday,1.1944919088066717,62.93309312167042
2026-01-22 09:00:00,E3,E,3,9,Thursday,3.3005587534896828,60.30441650284968
2026-01-22 10:00:00,E3,E,3,10,Thursday,3.173258102552884,30.044111056134753
2026-01-22 11:00:00,E3,E,3,11,Thursday,2.7428495377682105,39.56218788414426
2026-01-22 12:00:00,E3,E,3,12,Thursday,2.9523868989753077,45.070166241164955
2026-01-22 13:00:00,E3,E,3,13,Thursday,2.840314174835877,41.246637237419435
2026-01-22 14:00:00,E3,E,3,14,Thursday,2.809036297568828,45.00168678003396
2026-01-22 15:00:00,E3,E,3,15,Thursday,3.2347379155244154,34.03494694343422
2026-01-22 16:00:00,E3,E,3,16,Thursday,3.1603603180920263,40.00020276241267
2026-01-22 17:00:00,E3,E,3,17,Thursday,3.618033223400327,48.413820894809334
2026-01-22 18:00:00,E3,E,3,18,Thursday,3.376488192305708,52.330301609125925
2026-01-22 19:00:00,E3,E,3,19,Thursday,3.801624056834118,45.89775186693845
2026-01-22 20:00:00,E3,E,3,20,Thursday,3.5070160155152945,66.31319789529886
2026-01-22 21:00:00,E3,E,3,21,Thursday,1.1622914893046496,16.377973476482435
2026-01-22 22:00:00,E3,E,3,22,Thursday,1.3880440363634765,12.552018891459443
2026-01-22 23:00:00,E3,E,3,23,Thursday,0.7452788784273814,6.988194596937582
2026-01-23 00:00:00,E3,E,3,0,Friday,1.0523079578236891,23.751361314633876
2026-01-23 01:00:00,E3,E,3,1,Friday,1.3178551205466238,7.7680243151201545
2026-01-23 02:00:00,E3,E,3,2,Friday,1.1547981952028976,6.52394958228803
2026-01-23 03:00:00,E3,E,3,3,Friday,1.347552575501659,20.716068326834908
2026-01-23 04:00:00,E3,E,3,4,Friday,0.9333391305983492,6.461055465778143
2026-01-23 05:00:00,E3,E,3,5,Friday,0.6632302854524827,7.419142660461674
2026-01-23 06:00:00,E3,E,3,6,Friday,1.3132667735908632,11.27665640363226
